Name,ASCII Name,Country Code,Population,Timezone,Latitude,Longitude
Castelar,Castelar,AR,107786,America/Argentina/Buenos_Aires,-34.65142,-58.64074
Campana,Campana,AR,86860,America/Argentina/Buenos_Aires,-34.16327,-58.95919
Buenos Aires,Buenos Aires,AR,2891082,America/Argentina/Buenos_Aires,-34.61315,-58.37723
Boedo,Boedo,AR,48231,America/Argentina/Buenos_Aires,-34.63333,-58.41667
Berazategui,Berazategui,AR,180523,America/Argentina/Buenos_Aires,-34.76531,-58.21278
Bella Vista,Bella Vista,AR,79737,America/Argentina/Buenos_Aires,-34.5651,-58.69034
Belgrano,Belgrano,AR,138942,America/Argentina/Buenos_Aires,-34.5627,-58.45829
Barranqueras,Barranqueras,AR,50823,America/Argentina/Cordoba,-27.48132,-58.93925
Barracas,Barracas,AR,77474,America/Argentina/Buenos_Aires,-34.64966,-58.38341
Balcarce,Balcarce,AR,38823,America/Argentina/Buenos_Aires,-37.84638,-58.25549
Azul,Azul,AR,53941,America/Argentina/Buenos_Aires,-36.77803,-59.85848
Ayacucho,Ayacucho,AR,17364,America/Argentina/Buenos_Aires,-37.15276,-58.48838
Avellaneda,Avellaneda,AR,23341,America/Argentina/Cordoba,-29.11761,-59.65834
Aristóbulo del Valle,Aristobulo del Valle,AR,20683,America/Argentina/Cordoba,-27.09571,-54.89344
Apóstoles,Apostoles,AR,26710,America/Argentina/Cordoba,-27.91421,-55.75355
Zapala,Zapala,AR,31534,America/Argentina/Salta,-38.90056,-70.06674
Yerba Buena,Yerba Buena,AR,50783,America/Argentina/Tucuman,-26.81298,-65.29543
Villa Regina,Villa Regina,AR,31209,America/Argentina/Salta,-39.09631,-67.08374
Villa Paula de Sarmiento,Villa Paula de Sarmiento,AR,19092,America/Argentina/San_Juan,-31.4933,-68.53838
Villa Nueva,Villa Nueva,AR,16841,America/Argentina/Cordoba,-32.43289,-63.24811
Villa María,Villa Maria,AR,92453,America/Argentina/Cordoba,-32.40751,-63.24016
Villa Dolores,Villa Dolores,AR,28009,America/Argentina/Cordoba,-31.94504,-65.19025
Villa Constitución,Villa Constitucion,AR,44271,America/Argentina/Cordoba,-33.22795,-60.32994
Villa Carlos Paz,Villa Carlos Paz,AR,69451,America/Argentina/Cordoba,-31.4183,-64.49008
Villa Ángela,Villa Angela,AR,43511,America/Argentina/Cordoba,-27.57679,-60.71114
Villa Allende,Villa Allende,AR,21683,America/Argentina/Cordoba,-31.29368,-64.2977
Viedma,Viedma,AR,48940,America/Argentina/Salta,-40.81519,-63.0004
Victoria,Victoria,AR,25139,America/Argentina/Cordoba,-32.61841,-60.15478
Vera,Vera,AR,19797,America/Argentina/Cordoba,-29.45986,-60.21315
Venado Tuerto,Venado Tuerto,AR,72340,America/Argentina/Cordoba,-33.74585,-61.96711
Veinticinco de Mayo,Veinticinco de Mayo,AR,24668,America/Argentina/Buenos_Aires,-35.43247,-60.17156
Ushuaia,Ushuaia,AR,56825,America/Argentina/Ushuaia,-54.81084,-68.31591
Unquillo,Unquillo,AR,15369,America/Argentina/Cordoba,-31.23717,-64.31176
Tres Isletas,Tres Isletas,AR,24747,America/Argentina/Cordoba,-26.34067,-60.43207
Tres Arroyos,Tres Arroyos,AR,47136,America/Argentina/Buenos_Aires,-38.37694,-60.27563
Trelew,Trelew,AR,97915,America/Argentina/Catamarca,-43.24895,-65.30505
Termas de Río Hondo,Termas de Rio Hondo,AR,27838,America/Argentina/Cordoba,-27.49362,-64.85972
Tartagal,Tartagal,AR,60819,America/Argentina/Salta,-22.51682,-63.8056
Tafí Viejo,Tafi Viejo,AR,48459,America/Argentina/Tucuman,-26.7333,-65.26146
Sunchales,Sunchales,AR,18757,America/Argentina/Cordoba,-30.94478,-61.5597
Santo Tomé,Santo Tome,AR,59072,America/Argentina/Cordoba,-31.66274,-60.7653
Santiago del Estero,Santiago del Estero,AR,252192,America/Argentina/Cordoba,-27.80047,-64.26285
Santa Rosa,Santa Rosa,AR,102860,America/Argentina/Salta,-36.61617,-64.28991
Santa Lucía,Santa Lucia,AR,43565,America/Argentina/San_Juan,-31.54055,-68.49794
Santa Fe,Santa Fe,AR,391164,America/Argentina/Cordoba,-31.64881,-60.70868
San Salvador de Jujuy,San Salvador de Jujuy,AR,257970,America/Argentina/Jujuy,-24.1928,-65.29342
San Ramón de la Nueva Orán,San Ramon de la Nueva Oran,AR,74059,America/Argentina/Salta,-23.13705,-64.32426
San Rafael,San Rafael,AR,118009,America/Argentina/Mendoza,-34.61531,-68.33238
San Pedro de Jujuy,San Pedro de Jujuy,AR,58430,America/Argentina/Jujuy,-24.23127,-64.86614
San Nicolás de los Arroyos,San Nicolas de los Arroyos,AR,134217,America/Argentina/Buenos_Aires,-33.33425,-60.2108
San Miguel de Tucumán,San Miguel de Tucuman,AR,548866,America/Argentina/Tucuman,-26.81601,-65.21051
San Martín de los Andes,San Martin de los Andes,AR,23519,America/Argentina/Salta,-40.15789,-71.35337
San Martín,San Martin,AR,82549,America/Argentina/Mendoza,-33.08338,-68.47312
San Luis,San Luis,AR,169947,America/Argentina/San_Luis,-33.2914,-66.32467
San Justo,San Justo,AR,21809,America/Argentina/Cordoba,-30.78991,-60.59276
San Juan,San Juan,AR,109123,America/Argentina/San_Juan,-31.53726,-68.52568
San José de Jáchal,San Jose de Jachal,AR,21018,America/Argentina/San_Juan,-30.24162,-68.74662
San Jorge,San Jorge,AR,16873,America/Argentina/Cordoba,-31.89706,-61.85993
San Francisco,San Francisco,AR,59062,America/Argentina/Cordoba,-31.42497,-62.08404
Catamarca,Catamarca,AR,159139,America/Argentina/Catamarca,-28.46957,-65.78524
San Antonio Oeste,San Antonio Oeste,AR,16966,America/Argentina/Salta,-40.73193,-64.94769
Salto,Salto,AR,40157,America/Argentina/Buenos_Aires,-34.29175,-60.2545
Salta,Salta,AR,520683,America/Argentina/Salta,-24.80645,-65.41999
Rufino,Rufino,AR,18361,America/Argentina/Cordoba,-34.26237,-62.71128
Rosario,Rosario,AR,948312,America/Argentina/Cordoba,-32.94682,-60.63932
Río Tercero,Rio Tercero,AR,53389,America/Argentina/Cordoba,-32.17675,-64.11295
Río Segundo,Rio Segundo,AR,18155,America/Argentina/Cordoba,-31.6501,-63.91165
Río Grande,Rio Grande,AR,52681,America/Argentina/Ushuaia,-53.78773,-67.70975
Río Gallegos,Rio Gallegos,AR,95796,America/Argentina/Rio_Gallegos,-51.6253,-69.25229
Río Cuarto,Rio Cuarto,AR,157010,America/Argentina/Cordoba,-33.13044,-64.35272
Río Colorado,Rio Colorado,AR,16132,America/Argentina/Salta,-38.99081,-64.09574
Río Ceballos,Rio Ceballos,AR,16632,America/Argentina/Cordoba,-31.1697,-64.3175
Rawson,Rawson,AR,26335,America/Argentina/Catamarca,-43.30031,-65.10564
Rafaela,Rafaela,AR,88713,America/Argentina/Cordoba,-31.25285,-61.49078
Quitilipi,Quitilipi,AR,32083,America/Argentina/Cordoba,-26.8708,-60.21537
Punta Alta,Punta Alta,AR,57209,America/Argentina/Buenos_Aires,-38.8805,-62.07503
Puerto Madryn,Puerto Madryn,AR,64555,America/Argentina/Catamarca,-42.76848,-65.03827
Profesor Salvador Mazza,Profesor Salvador Mazza,AR,25000,America/Argentina/Salta,-22.04897,-63.69075
Presidencia Roque Sáenz Peña,Presidencia Roque Saenz Pena,AR,81879,America/Argentina/Cordoba,-26.79095,-60.44132
Pocito,Pocito,AR,40969,America/Argentina/San_Juan,-31.68333,-68.58333
Plottier,Plottier,AR,25186,America/Argentina/Salta,-38.96667,-68.23333
Pergamino,Pergamino,AR,91399,America/Argentina/Buenos_Aires,-33.89101,-60.57462
Pérez,Perez,AR,24436,America/Argentina/Cordoba,-32.99835,-60.76791
Pehuajó,Pehuajo,AR,44783,America/Argentina/Buenos_Aires,-35.81081,-61.89897
Paraná,Parana,AR,247139,America/Argentina/Cordoba,-31.73271,-60.52897
Palpalá,Palpala,AR,48199,America/Argentina/Jujuy,-24.25798,-65.21358
Olavarría,Olavarria,AR,89721,America/Argentina/Buenos_Aires,-36.89384,-60.32319
Nueve de Julio,Nueve de Julio,AR,34718,America/Argentina/Buenos_Aires,-35.44394,-60.88463
Neuquén,Neuquen,AR,231198,America/Argentina/Salta,-38.95078,-68.0592
Morteros,Morteros,AR,15129,America/Argentina/Cordoba,-30.71066,-62.00714
Monteros,Monteros,AR,23771,America/Argentina/Tucuman,-27.16825,-65.49892
Mendoza,Mendoza,AR,114893,America/Argentina/Mendoza,-32.88946,-68.84582
Marcos Juárez,Marcos Juarez,AR,24226,America/Argentina/Cordoba,-32.6978,-62.10672
Machagai,Machagai,AR,28070,America/Argentina/Cordoba,-26.92617,-60.04852
Lincoln,Lincoln,AR,41808,America/Argentina/Buenos_Aires,-34.86819,-61.52929
Libertador General San Martín,Libertador General San Martin,AR,49267,America/Argentina/Jujuy,-23.81305,-64.79353
Las Breñas,Las Brenas,AR,26955,America/Argentina/Cordoba,-27.08819,-61.08217
La Rioja,La Rioja,AR,178872,America/Argentina/La_Rioja,-29.41328,-66.85637
La Falda,La Falda,AR,15112,America/Argentina/Cordoba,-31.09321,-64.48448
La Calera,La Calera,AR,24796,America/Argentina/Cordoba,-31.34582,-64.33849
Laboulaye,Laboulaye,AR,19908,America/Argentina/Cordoba,-34.12688,-63.39083
Junín,Junin,AR,87509,America/Argentina/Buenos_Aires,-34.59391,-60.94644
Joaquín V. González,Joaquin V. Gonzalez,AR,19185,America/Argentina/Salta,-25.11364,-64.12628
Jesús María,Jesus Maria,AR,26825,America/Argentina/Cordoba,-30.98153,-64.09424
Granadero Baigorria,Granadero Baigorria,AR,32427,America/Argentina/Cordoba,-32.85683,-60.71754
Gobernador Gálvez,Gobernador Galvez,AR,74650,America/Argentina/Cordoba,-33.03016,-60.64045
General Villegas,General Villegas,AR,16270,America/Argentina/Buenos_Aires,-35.03264,-63.01484
General Roca,General Roca,AR,73212,America/Argentina/Salta,-39.03333,-67.58333
General Pinedo,General Pinedo,AR,15741,America/Argentina/Cordoba,-27.32534,-61.28101
General Pico,General Pico,AR,57029,America/Argentina/Salta,-35.6593,-63.75787
General Mosconi,General Mosconi,AR,19811,America/Argentina/Salta,-22.59617,-63.811
Gálvez,Galvez,AR,18374,America/Argentina/Cordoba,-32.02957,-61.22097
Firmat,Firmat,AR,18294,America/Argentina/Cordoba,-33.45937,-61.4832
Famaillá,Famailla,AR,30951,America/Argentina/Tucuman,-27.05452,-65.40189
Esquel,Esquel,AR,28486,America/Argentina/Catamarca,-42.91147,-71.31947
Esperanza,Esperanza,AR,35885,America/Argentina/Cordoba,-31.44957,-60.93153
Embarcación,Embarcacion,AR,23961,America/Argentina/Salta,-23.21003,-64.09965
Embalse,Embalse,AR,15900,America/Argentina/Cordoba,-32.20681,-64.40064
El Bolsón,El Bolson,AR,15537,America/Argentina/Salta,-41.96051,-71.53336
Diamante,Diamante,AR,19545,America/Argentina/Cordoba,-32.0671,-60.64267
Deán Funes,Dean Funes,AR,20164,America/Argentina/Cordoba,-30.42498,-64.35274
Cutral-Có,Cutral-Co,AR,47380,America/Argentina/Salta,-38.93424,-69.23052
Cruz del Eje,Cruz del Eje,AR,28166,America/Argentina/Cordoba,-30.72644,-64.80387
Crespo,Crespo,AR,18296,America/Argentina/Cordoba,-32.03077,-60.30619
Cosquín,Cosquin,AR,19070,America/Argentina/Cordoba,-31.24525,-64.46574
Coronel Suárez,Coronel Suarez,AR,27000,America/Argentina/Buenos_Aires,-37.45859,-61.93294
Coronda,Coronda,AR,16975,America/Argentina/Cordoba,-31.97365,-60.91935
Córdoba,Cordoba,AR,2106734,America/Argentina/Cordoba,-31.40648,-64.18853
Comodoro Rivadavia,Comodoro Rivadavia,AR,140850,America/Argentina/Catamarca,-45.86256,-67.494
Cipolletti,Cipolletti,AR,75078,America/Argentina/Salta,-38.93392,-67.99032
Cinco Saltos,Cinco Saltos,AR,19819,America/Argentina/Salta,-38.82225,-68.06293
Chivilcoy,Chivilcoy,AR,54514,America/Argentina/Buenos_Aires,-34.8969,-60.01909
Chimbas,Chimbas,AR,73829,America/Argentina/San_Juan,-31.49313,-68.53263
Chilecito,Chilecito,AR,42248,America/Argentina/La_Rioja,-29.16163,-67.49934
Charata,Charata,AR,27813,America/Argentina/Cordoba,-27.21787,-61.18738
Chacabuco,Chacabuco,AR,34587,America/Argentina/Buenos_Aires,-34.64203,-60.47124
Centenario,Centenario,AR,28956,America/Argentina/Salta,-38.82955,-68.1318
Caucete,Caucete,AR,33609,America/Argentina/San_Juan,-31.6515,-68.28216
Catriel,Catriel,AR,15169,America/Argentina/Salta,-37.87552,-67.79451
Juan José Castelli,Juan Jose Castelli,AR,36588,America/Argentina/Cordoba,-25.9466,-60.62008
Casilda,Casilda,AR,32002,America/Argentina/Cordoba,-33.04459,-61.16423
Carmen de Patagones,Carmen de Patagones,AR,20533,America/Argentina/Buenos_Aires,-40.80255,-62.98349
Carcarañá,Carcarana,AR,15619,America/Argentina/Cordoba,-32.85704,-61.15114
Capitán Bermúdez,Capitan Bermudez,AR,27060,America/Argentina/Cordoba,-32.82262,-60.71852
Cañada de Gómez,Canada de Gomez,AR,36000,America/Argentina/Cordoba,-32.82033,-61.39513
Caleta Olivia,Caleta Olivia,AR,36077,America/Argentina/Rio_Gallegos,-46.44785,-67.52274
Bell Ville,Bell Ville,AR,35105,America/Argentina/Cordoba,-32.63021,-62.68883
Bella Vista,Bella Vista,AR,15126,America/Argentina/Tucuman,-27.03424,-65.30196
Bahía Blanca,Bahia Blanca,AR,299101,America/Argentina/Buenos_Aires,-38.7176,-62.26545
Arroyo Seco,Arroyo Seco,AR,20620,America/Argentina/Cordoba,-33.15365,-60.51168
Arroyito,Arroyito,AR,19577,America/Argentina/Cordoba,-31.41917,-63.05084
Arrecifes,Arrecifes,AR,26400,America/Argentina/Buenos_Aires,-34.06306,-60.10261
Añatuya,Anatuya,AR,20261,America/Argentina/Cordoba,-28.4602,-62.83354
Alta Gracia,Alta Gracia,AR,40384,America/Argentina/Cordoba,-31.64978,-64.42972
Allen,Allen,AR,26083,America/Argentina/Salta,-38.97736,-67.82714
Alderetes,Alderetes,AR,38466,America/Argentina/Tucuman,-26.81787,-65.14202
Albardón,Albardon,AR,20413,America/Argentina/San_Juan,-31.43722,-68.52556
Aimogasta,Aimogasta,AR,16625,America/Argentina/La_Rioja,-28.56003,-66.80737
Aguilares,Aguilares,AR,32494,America/Argentina/Tucuman,-27.4315,-65.61465
Balvanera,Balvanera,AR,152198,America/Argentina/Buenos_Aires,-34.61032,-58.39766
Villa Santa Rita,Villa Santa Rita,AR,34000,America/Argentina/Buenos_Aires,-34.61082,-58.481
Villa Mercedes,Villa Mercedes,AR,96781,America/Argentina/San_Luis,-33.67571,-65.45783
San Miguel,San Miguel,AR,168762,America/Argentina/Buenos_Aires,-34.54335,-58.71229
San Carlos de Bariloche,San Carlos de Bariloche,AR,95394,America/Argentina/Salta,-41.14557,-71.30822
Adrogué,Adrogue,AR,28265,America/Argentina/Buenos_Aires,-34.80041,-58.38384
Ingeniero Pablo Nogués,Ingeniero Pablo Nogues,AR,38470,America/Argentina/Buenos_Aires,-34.47775,-58.70652
Villa Sarmiento,Villa Sarmiento,AR,17481,America/Argentina/Buenos_Aires,-34.63364,-58.57047
José C. Paz,Jose C. Paz,AR,230208,America/Argentina/Buenos_Aires,-34.51541,-58.76813
Pago Pago,Pago Pago,AS,11500,Pacific/Pago_Pago,-14.27806,-170.7025
Döbling,Doebling,AT,75418,Europe/Vienna,48.25,16.33333
Wolfsberg,Wolfsberg,AT,25035,Europe/Vienna,46.84056,14.84417
Wilten,Wilten,AT,18142,Europe/Vienna,47.25829,11.38808
Wiener Neustadt,Wiener Neustadt,AT,44820,Europe/Vienna,47.80485,16.23196
Vienna,Vienna,AT,1691468,Europe/Vienna,48.20849,16.37208
Wetzelsdorf,Wetzelsdorf,AT,15687,Europe/Vienna,47.05293,15.39923
Wels,Wels,AT,16857,Europe/Vienna,48.16667,14.03333
Villach,Villach,AT,58882,Europe/Vienna,46.61028,13.85583
Telfs,Telfs,AT,15229,Europe/Vienna,47.30707,11.06817
Straßgang,Strassgang,AT,16268,Europe/Vienna,47.03333,15.4
Stockerau,Stockerau,AT,16292,Europe/Vienna,48.38333,16.21667
Steyr,Steyr,AT,38331,Europe/Vienna,48.04274,14.42127
Simmering,Simmering,AT,101420,Europe/Vienna,48.18333,16.43333
Sankt Pölten,Sankt Poelten,AT,21911,Europe/Vienna,48.20762,15.63725
Sankt Peter,Sankt Peter,AT,15187,Europe/Vienna,47.05,15.46667
Sankt Peter,Sankt Peter,AT,20320,Europe/Vienna,46.62978,14.34016
Sankt Martin,Sankt Martin,AT,20000,Europe/Vienna,46.61667,14.28333
Salzburg,Salzburg,AT,157245,Europe/Vienna,47.79941,13.04399
Saalfelden am Steinernen Meer,Saalfelden am Steinernen Meer,AT,16790,Europe/Vienna,47.42681,12.848
Pradl,Pradl,AT,32588,Europe/Vienna,47.26539,11.4152
Perchtoldsdorf,Perchtoldsdorf,AT,15047,Europe/Vienna,48.11935,16.26607
Ottakring,Ottakring,AT,104627,Europe/Vienna,48.21667,16.3
Mödling,Moedling,AT,20555,Europe/Vienna,48.08605,16.28921
Meidling,Meidling,AT,97624,Europe/Vienna,48.16667,16.33333
Lustenau,Lustenau,AT,22821,Europe/Vienna,47.42642,9.65851
Linz,Linz,AT,204846,Europe/Vienna,48.30639,14.28611
Klosterneuburg,Klosterneuburg,AT,15614,Europe/Vienna,48.30521,16.32522
Klagenfurt am Wörthersee,Klagenfurt am Woerthersee,AT,100316,Europe/Vienna,46.62472,14.30528
Innsbruck,Innsbruck,AT,132493,Europe/Vienna,47.26266,11.39454
Innere Stadt,Innere Stadt,AT,16450,Europe/Vienna,48.20906,16.37135
Penzing,Penzing,AT,98176,Europe/Vienna,48.2,16.26667
Hötting,Hoetting,AT,35043,Europe/Vienna,47.26815,11.36868
Hohenems,Hohenems,AT,16317,Europe/Vienna,47.36121,9.68694
Hietzing,Hietzing,AT,54265,Europe/Vienna,48.18623,16.2965
Hernals,Hernals,AT,57546,Europe/Vienna,48.22544,16.30871
Graz,Graz,AT,303270,Europe/Vienna,47.06733,15.44197
Fünfhaus,Fuenfhaus,AT,76396,Europe/Vienna,48.19596,16.3183
Floridsdorf,Floridsdorf,AT,162779,Europe/Vienna,48.25,16.4
Feldkirch,Feldkirch,AT,33420,Europe/Vienna,47.23306,9.6
Essling,Essling,AT,21200,Europe/Vienna,48.21289,16.52442
Eggenberg,Eggenberg,AT,20511,Europe/Vienna,47.07,15.39871
Dornbirn,Dornbirn,AT,49278,Europe/Vienna,47.41427,9.74195
Bregenz,Bregenz,AT,29806,Europe/Vienna,47.50311,9.7471
Bludenz,Bludenz,AT,15102,Europe/Vienna,47.15476,9.82255
Baden,Baden,AT,26286,Europe/Vienna,48.00543,16.23264
Aspern,Aspern,AT,50687,Europe/Vienna,48.21806,16.48306
Amstetten,Amstetten,AT,15559,Europe/Vienna,48.1229,14.87206
Favoriten,Favoriten,AT,201882,Europe/Vienna,48.16116,16.38233
Donaustadt,Donaustadt,AT,187007,Europe/Vienna,48.2333,16.46002
Jakomini,Jakomini,AT,32912,Europe/Vienna,47.05441,15.44984
Lend,Lend,AT,31147,Europe/Vienna,47.08256,15.41589
Geidorf,Geidorf,AT,24767,Europe/Vienna,47.08393,15.444
Sankt Leonhard,Sankt Leonhard,AT,15853,Europe/Vienna,47.06924,15.45784
Andritz,Andritz,AT,19020,Europe/Vienna,47.11387,15.42348
Gries,Gries,AT,29363,Europe/Vienna,47.06236,15.42421
Währing,Waehring,AT,51402,Europe/Vienna,48.22611,16.34484
Landstraße,Landstrasse,AT,98389,Europe/Vienna,48.2019,16.38792
Margareten,Margareten,AT,54412,Europe/Vienna,48.1855,16.35373
Mariahilf,Mariahilf,AT,31381,Europe/Vienna,48.19571,16.35215
Neubau,Neubau,AT,31521,Europe/Vienna,48.20172,16.34715
Josefstadt,Josefstadt,AT,24499,Europe/Vienna,48.21243,16.34549
Alsergrund,Alsergrund,AT,41645,Europe/Vienna,48.22321,16.35506
Brigittenau,Brigittenau,AT,86967,Europe/Vienna,48.24275,16.37551
Scarborough,Scarborough,AU,17605,Australia/Perth,-31.89578,115.76431
Rockingham,Rockingham,AU,15312,Australia/Perth,-32.27682,115.72978
Port Hedland,Port Hedland,AU,15298,Australia/Perth,-20.31215,118.61059
Perth,Perth,AU,2309338,Australia/Perth,-31.95224,115.8614
Mount Isa,Mount Isa,AU,18317,Australia/Brisbane,-20.72523,139.49727
Mount Barker,Mount Barker,AU,21554,Australia/Adelaide,-35.06667,138.86667
Morphett Vale,Morphett Vale,AU,24002,Australia/Adelaide,-35.13333,138.51667
Mandurah,Mandurah,AU,90306,Australia/Perth,-32.5269,115.7217
Kwinana,Kwinana,AU,30433,Australia/Perth,-32.23013,115.78128
Kalgoorlie,Kalgoorlie,AU,29072,Australia/Perth,-30.74614,121.4742
Gosnells,Gosnells,AU,21149,Australia/Perth,-32.081,116.0054
Geraldton,Geraldton,AU,38595,Australia/Perth,-28.77897,114.61459
Gawler,Gawler,AU,20006,Australia/Adelaide,-34.60251,138.74902
Darwin,Darwin,AU,139902,Australia/Darwin,-12.46113,130.84185
Byford,Byford,AU,18878,Australia/Perth,-32.22099,116.009
Busselton,Busselton,AU,21898,Australia/Perth,-33.65249,115.3455
Bunbury,Bunbury,AU,76452,Australia/Perth,-33.32711,115.64137
Australind,Australind,AU,15988,Australia/Perth,-33.2792,115.71504
Alice Springs,Alice Springs,AU,25186,Australia/Darwin,-23.69748,133.88362
Albany,Albany,AU,35053,Australia/Perth,-35.02692,117.88369
Adelaide,Adelaide,AU,1469163,Australia/Adelaide,-34.92866,138.59863
Yarraville,Yarraville,AU,15636,Australia/Melbourne,-37.81667,144.9
Wollert,Wollert,AU,24407,Australia/Melbourne,-37.58333,145.03333
Wodonga,Wodonga,AU,38949,Australia/Melbourne,-36.12179,146.88809
Wheelers Hill,Wheelers Hill,AU,20652,Australia/Melbourne,-37.9,145.18333
Westmead,Westmead,AU,17835,Australia/Sydney,-33.80383,150.98768
Werribee,Werribee,AU,50027,Australia/Melbourne,-37.9,144.66667
Warwick,Warwick,AU,15380,Australia/Brisbane,-28.21901,152.03438
Warrnambool,Warrnambool,AU,32894,Australia/Melbourne,-38.38176,142.48799
Warragul,Warragul,AU,19856,Australia/Melbourne,-38.15912,145.93118
Wantirna South,Wantirna South,AU,20754,Australia/Melbourne,-37.88333,145.21667
Wangaratta,Wangaratta,AU,29808,Australia/Melbourne,-36.35846,146.32056
Wallan,Wallan,AU,15004,Australia/Melbourne,-37.41625,144.97859
Wahroonga,Wahroonga,AU,17652,Australia/Sydney,-33.71816,151.11561
Upper Coomera,Upper Coomera,AU,24956,Australia/Brisbane,-27.87683,153.28572
Tuggeranong Administrative District,Tuggeranong Administrative District,AU,89461,Australia/Sydney,-35.41647,149.06954
Truganina,Truganina,AU,36305,Australia/Melbourne,-37.81667,144.75
Traralgon,Traralgon,AU,26907,Australia/Melbourne,-38.19528,146.5415
Townsville,Townsville,AU,201313,Australia/Brisbane,-19.26639,146.80569
Torquay,Torquay,AU,18534,Australia/Melbourne,-38.33085,144.32638
Toowoomba,Toowoomba,AU,142163,Australia/Brisbane,-27.56056,151.95386
Thornbury,Thornbury,AU,19005,Australia/Melbourne,-37.75819,145.00583
Thomastown,Thomastown,AU,20234,Australia/Melbourne,-37.68333,145.01667
Templestowe,Templestowe,AU,16966,Australia/Melbourne,-37.75405,145.14864
Tarneit,Tarneit,AU,56370,Australia/Melbourne,-37.83634,144.65952
Taree,Taree,AU,16359,Australia/Sydney,-31.91099,152.45387
Tamworth,Tamworth,AU,43874,Australia/Sydney,-31.09048,150.92905
Sydney,Sydney,AU,5557233,Australia/Sydney,-33.86785,151.20732
Surry Hills,Surry Hills,AU,15828,Australia/Sydney,-33.88374,151.21282
Surfers Paradise,Surfers Paradise,AU,31073,Australia/Brisbane,-28.00274,153.42999
Sunbury,Sunbury,AU,38851,Australia/Melbourne,-37.57742,144.72607
Strathfield,Strathfield,AU,25769,Australia/Sydney,-33.88096,151.07986
Springvale,Springvale,AU,22174,Australia/Melbourne,-37.94853,145.15274
South Yarra,South Yarra,AU,25237,Australia/Melbourne,-37.83834,144.99149
Southport,Southport,AU,32965,Australia/Brisbane,-27.96724,153.39796
Shepparton,Shepparton,AU,32067,Australia/Melbourne,-36.38047,145.39867
Seven Hills,Seven Hills,AU,19196,Australia/Sydney,-33.78333,150.93333
Seaford,Seaford,AU,17215,Australia/Melbourne,-38.1,145.13333
Saint Kilda,Saint Kilda,AU,19490,Australia/Melbourne,-37.8676,144.98099
Saint Ives,Saint Ives,AU,18384,Australia/Sydney,-33.72976,151.15977
Saint Albans,Saint Albans,AU,35091,Australia/Melbourne,-37.73333,144.8
Ryde,Ryde,AU,26385,Australia/Sydney,-33.8188,151.1062
Rowville,Rowville,AU,33571,Australia/Melbourne,-37.93333,145.23333
Rockhampton,Rockhampton,AU,81021,Australia/Brisbane,-23.38032,150.50595
Rockdale,Rockdale,AU,15436,Australia/Sydney,-33.95,151.13333
Ringwood,Ringwood,AU,19144,Australia/Melbourne,-37.81667,145.23333
Richmond,Richmond,AU,28587,Australia/Melbourne,-37.81819,145.00176
Reservoir,Reservoir,AU,51096,Australia/Melbourne,-37.71667,145
Quakers Hill,Quakers Hill,AU,26904,Australia/Sydney,-33.73333,150.88333
Preston,Preston,AU,33790,Australia/Melbourne,-37.75,145.01667
Port Melbourne,Port Melbourne,AU,17633,Australia/Melbourne,-37.83961,144.94228
